Sample	Screen_ID	Technical_rep	Screen_rep_ID	Mixed	Treatment	Treatment_ID	Treatment_type	DC_cell_number	OTII_cell_number	OVA_conc	Incubation	Genotype	Nb_of_ligands	Ligand_conc	Layout_ID	Plate_ID	Well_ID_culture	Well_ID_fcs	ELISA	IFNg	IL17	IL4	All_cells	Live_cells	Viability	Peak_0	Peak_1	Peak_2	Peak_3	Peak_4	Peak_5	Peak_6	Peak_7
E37_PZCp_full_rep2	37	2	s37_full_rep2	0	PZCp	PZCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	2	C6	E8	0	NA	NA	NA	36851	24981	67.78920518	16346	1479	1915	3463	1023	381	113	0
E37_PScG_full_rep2	37	2	s37_full_rep2	0	PScG	PScG_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	B5	F1	0	NA	NA	NA	33504	31818	94.96776504	10671	3658	5449	6744	4192	876	25	12
E37_PSCp_full_rep2	37	2	s37_full_rep2	0	PSCp	PSCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	C5	F2	0	NA	NA	NA	30494	28319	92.86744933	9308	3390	4749	5430	4143	955	91	5
E37_PcGCp_full_rep2	37	2	s37_full_rep2	0	PcGCp	PcGCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	D5	F3	0	NA	NA	NA	35933	33403	92.95911836	15346	1984	3276	5336	5198	1547	221	57
E37_LHZ_full_rep2	37	2	s37_full_rep2	0	LHZ	LHZ_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	E5	F4	0	NA	NA	NA	36521	30026	82.21571151	16372	1608	3198	4358	3019	945	196	0
E37_LHS_full_rep2	37	2	s37_full_rep2	0	LHS	LHS_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	F5	F5	0	NA	NA	NA	37192	35482	95.40223704	14311	2338	3919	6238	6244	1885	67	3
E37_LHcG_full_rep2	37	2	s37_full_rep2	0	LHcG	LHcG_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	G5	F6	0	NA	NA	NA	47142	45147	95.76810487	18711	1999	3974	7365	8593	4005	354	105
E37_LHCp_full_rep2	37	2	s37_full_rep2	0	LHCp	LHCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	2	B5	F7	0	NA	NA	NA	48926	46447	94.93316437	17685	2466	4125	7836	8969	4620	862	109
E37_LZS_full_rep2	37	2	s37_full_rep2	0	LZS	LZS_2	T	10000	50000	0_005	3	Smarta	7	full	1	2	C5	F8	0	NA	NA	NA	37172	27537	74.07995265	9575	2507	4730	6349	3369	717	76	0
E37_LZcG_full_rep2	37	2	s37_full_rep2	0	LZcG	LZcG_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	B4	G1	0	NA	NA	NA	43266	30765	71.10664263	13086	2293	4826	6443	3131	716	55	64
E37_LZCp_full_rep2	37	2	s37_full_rep2	0	LZCp	LZCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	C4	G2	0	NA	NA	NA	40609	29129	71.73040459	13032	1960	3929	5921	3082	826	40	0
E37_LScG_full_rep2	37	2	s37_full_rep2	0	LScG	LScG_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	D4	G3	0	NA	NA	NA	37560	35587	94.74707135	13041	2201	4432	7359	5985	1805	253	81
E37_LSCp_full_rep2	37	2	s37_full_rep2	0	LSCp	LSCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	E4	G4	0	NA	NA	NA	36126	33734	93.37873	9229	3097	4273	7108	6704	2767	197	99
E37_LcGCp_full_rep2	37	2	s37_full_rep2	0	LcGCp	LcGCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	F4	G5	0	NA	NA	NA	35732	32903	92.08272697	12671	1986	3616	5383	6469	1999	179	87
E37_HZS_full_rep2	37	2	s37_full_rep2	0	HZS	HZS_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	G4	G6	0	NA	NA	NA	28756	18468	64.22311865	13607	944	1264	1453	705	60	64	0
E37_HZcG_full_rep2	37	2	s37_full_rep2	0	HZcG	HZcG_2	T	10000	50000	0_005	3	Smarta	7	full	1	2	B4	G7	0	NA	NA	NA	31674	23137	73.04729431	14397	1483	2288	2813	1530	293	44	0
E37_HZCp_full_rep2	37	2	s37_full_rep2	0	HZCp	HZCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	2	C4	G8	0	NA	NA	NA	38090	30704	80.60908375	17807	1669	2766	3778	3194	1053	110	116
E37_HScG_full_rep2	37	2	s37_full_rep2	0	HScG	HScG_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	B3	H1	0	NA	NA	NA	34633	32611	94.16163774	15177	1934	4049	5682	4330	1062	143	0
E37_HSCp_full_rep2	37	2	s37_full_rep2	0	HSCp	HSCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	C3	H2	0	NA	NA	NA	32066	29619	92.36886422	10712	3505	4499	5749	4154	947	52	0
E37_HcGCp_full_rep2	37	2	s37_full_rep2	0	HcGCp	HcGCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	D3	H3	0	NA	NA	NA	38928	36400	93.50595972	17301	2247	3240	5125	6012	2168	140	53
E37_ZScG_full_rep2	37	2	s37_full_rep2	0	ZScG	ZScG_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	E3	H4	0	NA	NA	NA	33385	23297	69.7828366	13450	1472	2456	3470	1773	280	46	0
E37_ZSCp_full_rep2	37	2	s37_full_rep2	0	ZSCp	ZSCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	F3	H5	0	NA	NA	NA	34408	17300	50.27900488	8954	1658	2304	2609	1296	188	0	0
E37_ZcGCp_full_rep2	37	2	s37_full_rep2	0	ZcGCp	ZcGCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	1	G3	H6	0	NA	NA	NA	37501	21769	58.04911869	11585	1644	2771	3452	1666	386	68	0
E37_ScGCp_full_rep2	37	2	s37_full_rep2	0	ScGCp	ScGCp_2	T	10000	50000	0_005	3	Smarta	7	full	1	2	B3	H7	0	NA	NA	NA	42709	40287	94.32906413	8189	4073	6797	11099	8003	1899	102	109
E37_Ova Ctrl_full_rep2	37	2	s37_full_rep2	0	Ova	Ova_2	Ova	10000	50000	0_005	3	Smarta	7	full	1	2	C3	H8	0	NA	NA	NA	15725	12700	80.76311606	8970	310	676	927	851	567	99	42
E37_P_full_rep3	37	3	s37_full_rep3	0	P	P_3	S	10000	50000	0_005	3	Smarta	7	full	1	1	B10	A1	0	NA	NA	NA	37077	34914	94.16619468	18619	1344	2065	3345	4401	3747	1079	137
E37_L_full_rep3	37	3	s37_full_rep3	0	L	L_3	S	10000	50000	0_005	3	Smarta	7	full	1	1	C10	A2	0	NA	NA	NA	44765	43080	96.23589858	17016	1104	1797	3667	5574	3052	748	147
E37_H_full_rep3	37	3	s37_full_rep3	0	H	H_3	S	10000	50000	0_005	3	Smarta	7	full	1	1	D10	A3	0	NA	NA	NA	13498	11850	87.79078382	8764	253	406	593	845	452	164	39
E37_Z_full_rep3	37	3	s37_full_rep3	0	Z	Z_3	S	10000	50000	0_005	3	Smarta	7	full	1	1	E10	A4	0	NA	NA	NA	24316	17272	71.03141964	10655	724	1023	1940	1744	763	138	0
E37_S_full_rep3	37	3	s37_full_rep3	0	S	S_3	S	10000	50000	0_005	3	Smarta	7	full	1	1	F10	A5	0	NA	NA	NA	22702	20676	91.07567615	15173	817	984	1725	1267	296	87	0
E37_cG_full_rep3	37	3	s37_full_rep3	0	cG	cG_3	S	10000	50000	0_005	3	Smarta	7	full	1	1	G10	A6	0	NA	NA	NA	14472	12537	86.62935323	10092	331	501	731	555	208	61	0
E37_Cp_full_rep3	37	3	s37_full_rep3	0	Cp	Cp_3	S	10000	50000	0_005	3	Smarta	7	full	1	2	B10	A7	0	NA	NA	NA	46391	43529	93.83069992	17800	1459	2526	3766	8737	6861	2150	281
E37_PL_full_rep3	37	3	s37_full_rep3	0	PL	PL_3	P	10000	50000	0_005	3	Smarta	7	full	1	2	C10	A8	0	NA	NA	NA	48700	46938	96.38193018	16961	2042	4208	7764	9164	5461	589	178
E37_PH_full_rep3	37	3	s37_full_rep3	0	PH	PH_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	B9	B1	0	NA	NA	NA	40896	38644	94.49334898	20464	1654	2595	3936	5350	3644	699	96
E37_PZ_full_rep3	37	3	s37_full_rep3	0	PZ	PZ_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	C9	B2	0	NA	NA	NA	40233	30248	75.18206447	17229	1675	2952	4114	2881	754	307	61
E37_PS_full_rep3	37	3	s37_full_rep3	0	PS	PS_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	D9	B3	0	NA	NA	NA	27565	25781	93.52802467	11565	2438	3114	4481	3105	703	50	0
E37_PcG_full_rep3	37	3	s37_full_rep3	0	PcG	PcG_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	E9	B4	0	NA	NA	NA	42618	40605	95.27664367	17209	2897	4351	5698	6576	3346	385	52
E37_PCp_full_rep3	37	3	s37_full_rep3	0	PCp	PCp_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	F9	B5	0	NA	NA	NA	45262	40775	90.08660687	19622	1238	2022	3720	6919	5330	1465	258
E37_LH_full_rep3	37	3	s37_full_rep3	0	LH	LH_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	G9	B6	0	NA	NA	NA	10129	8018	79.15885082	6718	114	109	170	241	313	66	49
E37_LZ_full_rep3	37	3	s37_full_rep3	0	LZ	LZ_3	P	10000	50000	0_005	3	Smarta	7	full	1	2	B9	B7	0	NA	NA	NA	40182	34594	86.0932756	17534	1809	3660	5640	4349	1294	149	0
E37_LS_full_rep3	37	3	s37_full_rep3	0	LS	LS_3	P	10000	50000	0_005	3	Smarta	7	full	1	2	C9	B8	0	NA	NA	NA	41986	40366	96.141571	14193	2998	5231	8453	6698	2238	347	64
E37_LcG_full_rep3	37	3	s37_full_rep3	0	LcG	LcG_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	B8	C1	0	NA	NA	NA	13570	11456	84.42151805	9881	227	273	359	370	121	0	0
E37_LCp_full_rep3	37	3	s37_full_rep3	0	LCp	LCp_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	C8	C2	0	NA	NA	NA	33338	30195	90.57231988	17812	1013	1085	2302	3328	3122	1165	214
E37_HZ_full_rep3	37	3	s37_full_rep3	0	HZ	HZ_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	D8	C3	0	NA	NA	NA	22707	18056	79.51732946	12538	573	1193	1652	1339	300	249	0
E37_HS_full_rep3	37	3	s37_full_rep3	0	HS	HS_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	E8	C4	0	NA	NA	NA	22345	20467	91.59543522	15249	678	1285	1684	885	253	98	0
E37_HcG_full_rep3	37	3	s37_full_rep3	0	HcG	HcG_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	F8	C5	0	NA	NA	NA	16502	14548	88.15901103	12533	222	399	612	479	251	55	0
E37_HCp_full_rep3	37	3	s37_full_rep3	0	HCp	HCp_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	G8	C6	0	NA	NA	NA	47681	45452	95.32518194	18897	1735	3137	5274	8102	6061	1598	166
E37_ZS_full_rep3	37	3	s37_full_rep3	0	ZS	ZS_3	P	10000	50000	0_005	3	Smarta	7	full	1	2	B8	C7	0	NA	NA	NA	23779	19326	81.27339249	13035	1228	1960	1901	849	154	31	0
E37_ZcG_full_rep3	37	3	s37_full_rep3	0	ZcG	ZcG_3	P	10000	50000	0_005	3	Smarta	7	full	1	2	C8	C8	0	NA	NA	NA	28340	23639	83.41213832	15431	833	2195	2927	1512	375	101	0
E37_ZCp_full_rep3	37	3	s37_full_rep3	0	ZCp	ZCp_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	B7	D1	0	NA	NA	NA	35815	25950	72.455675	13096	1698	3043	4227	2580	687	144	0
E37_ScG_full_rep3	37	3	s37_full_rep3	0	ScG	ScG_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	C7	D2	0	NA	NA	NA	43010	41425	96.31481051	13625	2486	4539	8021	8591	3233	400	98
E37_SCp_full_rep3	37	3	s37_full_rep3	0	SCp	SCp_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	D7	D3	0	NA	NA	NA	28102	25852	91.99345242	12789	2094	2582	3970	3238	1050	104	0
E37_cGCp_full_rep3	37	3	s37_full_rep3	0	cGCp	cGCp_3	P	10000	50000	0_005	3	Smarta	7	full	1	1	E7	D4	0	NA	NA	NA	43455	40900	94.12035439	18341	1714	3534	5963	6600	3727	815	182
E37_PLH_full_rep3	37	3	s37_full_rep3	0	PLH	PLH_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	F7	D5	0	NA	NA	NA	38805	36365	93.7121505	19265	1458	2129	3775	4773	3794	781	137
E37_PLZ_full_rep3	37	3	s37_full_rep3	0	PLZ	PLZ_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	G7	D6	0	NA	NA	NA	33756	24821	73.53063159	15977	1436	1714	2688	1779	757	180	0
E37_PLS_full_rep3	37	3	s37_full_rep3	0	PLS	PLS_3	T	10000	50000	0_005	3	Smarta	7	full	1	2	B7	D7	0	NA	NA	NA	19192	17695	92.19987495	9595	2636	2141	2050	800	183	54	0
E37_PLcG_full_rep3	37	3	s37_full_rep3	0	PLcG	PLcG_3	T	10000	50000	0_005	3	Smarta	7	full	1	2	C7	D8	0	NA	NA	NA	48406	46594	96.2566624	14544	3122	5849	10592	9206	2435	396	0
E37_PLCp_full_rep3	37	3	s37_full_rep3	0	PLCp	PLCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	B6	E1	0	NA	NA	NA	45233	42832	94.69192846	17443	1991	3013	6569	8716	4266	520	93
E37_PHZ_full_rep3	37	3	s37_full_rep3	0	PHZ	PHZ_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	C6	E2	0	NA	NA	NA	40478	28130	69.49454024	17918	1684	2549	3367	1774	428	66	0
E37_PHS_full_rep3	37	3	s37_full_rep3	0	PHS	PHS_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	D6	E3	0	NA	NA	NA	23897	22184	92.8317362	8404	3539	3959	4035	1293	498	38	0
E37_PHcG_full_rep3	37	3	s37_full_rep3	0	PHcG	PHcG_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	E6	E4	0	NA	NA	NA	36046	34337	95.25883593	13336	2374	3256	5683	5437	2273	198	47
E37_PHCp_full_rep3	37	3	s37_full_rep3	0	PHCp	PHCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	F6	E5	0	NA	NA	NA	39914	37895	94.94162449	15810	2277	3544	5482	7253	3192	289	55
E37_PZS_full_rep3	37	3	s37_full_rep3	0	PZS	PZS_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	G6	E6	0	NA	NA	NA	26321	13974	53.09068804	8378	1576	2034	1337	376	68	0	0
E37_PZcG_full_rep3	37	3	s37_full_rep3	0	PZcG	PZcG_3	T	10000	50000	0_005	3	Smarta	7	full	1	2	B6	E7	0	NA	NA	NA	34620	22044	63.67417678	10208	2431	3275	3845	1765	347	30	0
E37_PZCp_full_rep3	37	3	s37_full_rep3	0	PZCp	PZCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	2	C6	E8	0	NA	NA	NA	39749	29217	73.50373594	17055	1766	2709	4779	1833	660	81	111
E37_PScG_full_rep3	37	3	s37_full_rep3	0	PScG	PScG_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	B5	F1	0	NA	NA	NA	33023	31124	94.2494625	10178	3543	5530	6182	4553	949	23	0
E37_PSCp_full_rep3	37	3	s37_full_rep3	0	PSCp	PSCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	C5	F2	0	NA	NA	NA	28891	26476	91.64099547	9829	2982	3754	4782	3743	1007	47	32
E37_PcGCp_full_rep3	37	3	s37_full_rep3	0	PcGCp	PcGCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	D5	F3	0	NA	NA	NA	39257	37013	94.28382199	15171	2240	4447	5881	6216	2443	328	36
E37_LHZ_full_rep3	37	3	s37_full_rep3	0	LHZ	LHZ_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	E5	F4	0	NA	NA	NA	45314	37020	81.69660591	16943	2181	3856	6518	5209	1673	272	60
E37_LHS_full_rep3	37	3	s37_full_rep3	0	LHS	LHS_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	F5	F5	0	NA	NA	NA	41561	39739	95.61608238	14550	1921	4242	7279	7525	3467	390	87
E37_LHcG_full_rep3	37	3	s37_full_rep3	0	LHcG	LHcG_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	G5	F6	0	NA	NA	NA	48162	46465	96.47647523	18913	1844	3723	7080	9197	4270	1234	96
E37_LHCp_full_rep3	37	3	s37_full_rep3	0	LHCp	LHCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	2	B5	F7	0	NA	NA	NA	51366	48543	94.50414671	18558	2083	4198	6226	10030	6117	1088	139
E37_LZS_full_rep3	37	3	s37_full_rep3	0	LZS	LZS_3	T	10000	50000	0_005	3	Smarta	7	full	1	2	C5	F8	0	NA	NA	NA	35683	27606	77.36457136	9129	2834	4904	6191	3499	747	43	0
E37_LZcG_full_rep3	37	3	s37_full_rep3	0	LZcG	LZcG_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	B4	G1	0	NA	NA	NA	40082	27383	68.31744923	11040	3121	4073	5370	2947	601	98	0
E37_LZCp_full_rep3	37	3	s37_full_rep3	0	LZCp	LZCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	C4	G2	0	NA	NA	NA	36813	29855	81.09906826	15056	1872	3620	4728	3495	746	41	0
E37_LScG_full_rep3	37	3	s37_full_rep3	0	LScG	LScG_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	D4	G3	0	NA	NA	NA	46269	44265	95.66880633	14769	2444	4613	8488	9517	4154	570	99
E37_LSCp_full_rep3	37	3	s37_full_rep3	0	LSCp	LSCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	E4	G4	0	NA	NA	NA	35686	33236	93.13456257	10637	2730	3982	6698	6414	2036	312	104
E37_LcGCp_full_rep3	37	3	s37_full_rep3	0	LcGCp	LcGCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	F4	G5	0	NA	NA	NA	35452	33635	94.87476024	12440	2776	4270	6345	5730	1663	303	68
E37_HZS_full_rep3	37	3	s37_full_rep3	0	HZS	HZS_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	G4	G6	0	NA	NA	NA	26229	20682	78.85165275	14283	1023	1836	1808	1258	216	0	0
E37_HZcG_full_rep3	37	3	s37_full_rep3	0	HZcG	HZcG_3	T	10000	50000	0_005	3	Smarta	7	full	1	2	B4	G7	0	NA	NA	NA	28036	22295	79.52275646	14938	1137	2108	2222	1329	320	42	0
E37_HZCp_full_rep3	37	3	s37_full_rep3	0	HZCp	HZCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	2	C4	G8	0	NA	NA	NA	37428	30082	80.37298279	18278	1277	2361	3765	2795	952	291	138
E37_HScG_full_rep3	37	3	s37_full_rep3	0	HScG	HScG_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	B3	H1	0	NA	NA	NA	32331	30209	93.43663976	14638	1477	2863	5460	3775	1513	158	66
E37_HSCp_full_rep3	37	3	s37_full_rep3	0	HSCp	HSCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	C3	H2	0	NA	NA	NA	34046	31711	93.14163191	11086	3158	4472	6077	4995	1800	66	0
E37_HcGCp_full_rep3	37	3	s37_full_rep3	0	HcGCp	HcGCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	D3	H3	0	NA	NA	NA	38722	36377	93.94401116	16333	2237	3410	5719	5453	2532	412	208
E37_ZScG_full_rep3	37	3	s37_full_rep3	0	ZScG	ZScG_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	E3	H4	0	NA	NA	NA	32458	23718	73.0728942	13357	1570	2695	3428	2163	398	0	0
E37_ZSCp_full_rep3	37	3	s37_full_rep3	0	ZSCp	ZSCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	F3	H5	0	NA	NA	NA	32301	23368	72.34450946	10458	2423	3333	4009	2485	504	24	0
E37_ZcGCp_full_rep3	37	3	s37_full_rep3	0	ZcGCp	ZcGCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	1	G3	H6	0	NA	NA	NA	32564	21516	66.07296401	10318	1432	2776	3842	2223	636	64	44
E37_ScGCp_full_rep3	37	3	s37_full_rep3	0	ScGCp	ScGCp_3	T	10000	50000	0_005	3	Smarta	7	full	1	2	B3	H7	0	NA	NA	NA	41998	39407	93.8306586	8755	4318	5739	8430	8530	2992	360	129
E37_Ova_full_rep3	37	3	s37_full_rep3	0	Ova	Ova_3	Ova	10000	50000	0_005	3	Smarta	7	full	1	2	C3	H8	0	NA	NA	NA	14296	11500	80.4420817	8505	302	411	575	913	688	32	0
